vacancy_id,vacancy_name,published_at,applied_at,all_skills,hard_skills,soft_skills,tools,skill_count,hard_skill_count,soft_skill_count,tools_count,salary_from,salary_to,salary_currency,salary_gross,employer_name,employer_id,employer_url,vacancy_url,experience,employment,schedule,area
134766991,Business Development Manager/Глава СТМ (Fresh Food / Ready Meals/Retail),2026-07-04T18:18:41.829+03:00,2026-07-04T18:18:41.829+03:00,"взаимодействие, командировки, обратная связь, переговоры, презентации, принятие решений, проведение переговоров, развитие, руководство, самостоятельность, сервис, упаковка","командировки, презентации, проведение переговоров, упаковка","взаимодействие, обратная связь, переговоры, принятие решений, развитие, руководство, самостоятельность, сервис",,12,4,8,0,,,RUB,False,Вefit,3562419.0,,https://hh.ru/vacancy/134766991,От 3 до 6 лет,Полная занятость,Удалённо,Москва
134658296,Business Development Manager,2026-06-29T12:21:24.786+03:00,2026-06-29T12:21:24.786+03:00,"business development, заключение сделок, инициативность, коммерческое предложение, мониторинг, переговоры, презентации, проактивность, развитие, развитие бизнеса","business development, заключение сделок, коммерческое предложение, мониторинг, презентации, развитие бизнеса","инициативность, переговоры, проактивность, развитие",,10,6,4,0,,,RUB,False,Hunter Technology,11561023.0,,https://hh.ru/vacancy/134658296,От 1 года до 3 лет,Полная занятость,Удалённо,Кипр
134654983,Business Development Manager (FX/CFD),2026-06-29T11:36:31.072+03:00,2026-06-29T11:36:31.072+03:00,"ведение клиентов, нацеленность на результат, профессиональный рост",ведение клиентов,"нацеленность на результат, профессиональный рост",,3,1,2,0,,6000.0,EUR,True,Offer Now,9056230.0,,https://hh.ru/vacancy/134654983,От 3 до 6 лет,Полная занятость,"Удалённо, Гибрид",Кипр
134846950,Business Development Manager / Менеджер по развитию Igaming,2026-07-03T19:37:23.652+03:00,2026-07-03T19:37:23.652+03:00,"business development, заключение контрактов, коммерческое предложение, ориентация на результат, ответственность, переговоры, принятие решений, профессиональный рост, развитие, развитие бизнеса","business development, заключение контрактов, коммерческое предложение, развитие бизнеса","ориентация на результат, ответственность, переговоры, принятие решений, профессиональный рост, развитие",,10,4,6,0,,,RUB,False,CRTEX,9244855.0,,https://hh.ru/vacancy/134846950,От 1 года до 3 лет,Полная занятость,"Удалённо, Гибрид",Москва
134842022,Business Development Manager,2026-07-03T16:37:25.411+03:00,2026-07-03T16:37:25.411+03:00,"business development, нетворкинг, сервис, средний чек","business development, средний чек","нетворкинг, сервис",,4,2,2,0,,,RUB,False,kraff.ru,12890905.0,,https://hh.ru/vacancy/134842022,От 1 года до 3 лет,Частичная занятость,Удалённо,Москва
133920602,"Head of Sales/РОП (SaaS, Telecom/Mobile Operators)",2026-07-02T20:01:06.464+03:00,2026-07-02T20:01:06.464+03:00,"b2b продажи, business development, enterprise, outbound, pipeline, saas, spin, telegram, whatsapp, воронка продаж, лидогенерация, машинное обучение, ответственность, отчётность, переговоры, развитие, самостоятельность, цикл сделки","b2b продажи, business development, enterprise, outbound, pipeline, saas, spin, воронка продаж, лидогенерация, машинное обучение, отчётность, цикл сделки","ответственность, переговоры, развитие, самостоятельность","telegram, whatsapp",18,12,4,2,,,RUB,False,AdSensor,10763762.0,,https://hh.ru/vacancy/133920602,От 3 до 6 лет,Полная занятость,Удалённо,Москва
134632681,Business Development Manager (High-Risk / iGaming),2026-06-28T13:24:49.350+03:00,2026-06-28T13:24:49.350+03:00,"business development, комплаенс, лицензирование, переговоры, планирование, развитие","business development, комплаенс, лицензирование","переговоры, планирование, развитие",,6,3,3,0,150000.0,,RUB,True,Дорошенко Софья Дмитриевна,12595255.0,,https://hh.ru/vacancy/134632681,От 1 года до 3 лет,Полная занятость,Удалённо,Москва
134470566,Менеджер по развитию бизнеса / Senior B2B Sales Manager,2026-07-05T08:35:57.193+03:00,2026-07-05T08:35:57.193+03:00,"воронка продаж, выполнение плана, коммерческое предложение, отели, отчётность, переговоры, план продаж, принятие решений, развитие, руководство, сервис, холодные звонки","воронка продаж, выполнение плана, коммерческое предложение, отели, отчётность, план продаж, холодные звонки","переговоры, принятие решений, развитие, руководство, сервис",,12,7,5,0,200000.0,350000.0,RUB,False,Лифтуум,12822243.0,,https://hh.ru/vacancy/134470566,От 3 до 6 лет,Полная занятость,Удалённо,Москва
131819656,Business Development Manager (Senior Sales Manager),2026-07-02T15:40:46.340+03:00,2026-07-02T15:40:46.340+03:00,"b2b продажи, business development, saas, активные продажи, аналитическое мышление, аудит, заключение договоров, информационная безопасность, командировки, корпоративные продажи, переговоры, презентации, развитие, развитие бизнеса, руководство, сертификация, холодные продажи","b2b продажи, business development, saas, активные продажи, аудит, заключение договоров, информационная безопасность, командировки, корпоративные продажи, развитие бизнеса, сертификация, холодные продажи","аналитическое мышление, переговоры, презентации, развитие, руководство",,17,12,5,0,150000.0,250000.0,RUB,False,Бизнес Трэвел Джоб,41988.0,,https://hh.ru/vacancy/131819656,От 3 до 6 лет,Полная занятость,"Удалённо, Гибрид",Москва
134473490,Business Development Manager,2026-07-05T09:27:42.191+03:00,2026-07-05T09:27:42.191+03:00,"b2b продажи, business development, saas, telegram, активные продажи, взаимодействие, воронка продаж, выполнение плана, деловая переписка, отчётность, переговоры, презентации, принятие решений, проведение переговоров, развитие, развитие бизнеса, холодные продажи, цикл сделки","b2b продажи, business development, saas, активные продажи, воронка продаж, выполнение плана, отчётность, проведение переговоров, развитие бизнеса, холодные продажи, цикл сделки","взаимодействие, деловая переписка, переговоры, презентации, принятие решений, развитие",telegram,18,11,6,1,1250.0,,USD,False,ONMYADS,5094446.0,,https://hh.ru/vacancy/134473490,От 3 до 6 лет,Полная занятость,Удалённо,Минск
134727492,Директор по развитию и операционной деятельности,2026-07-03T22:37:09.998+03:00,2026-07-03T22:37:09.998+03:00,"business development, monday, аналитическое мышление, лидерство, мотивация, планирование, развитие, руководство, стратегическое мышление, управление командой",business development,"аналитическое мышление, лидерство, мотивация, планирование, развитие, руководство, стратегическое мышление, управление командой",monday,10,1,8,1,1000.0,3000.0,USD,False,Лебедева Ольга Викторовна,12631685.0,,https://hh.ru/vacancy/134727492,Более 6 лет,Полная занятость,Удалённо,Москва
134134722,"Sales Manager (B2B SaaS, FinTech)",2026-07-02T13:45:57.348+03:00,2026-07-02T13:45:57.348+03:00,"business development, go, outbound, saas, telegram, выполнение плана, инвойс, контроль, контроль дебиторки, корпоративные продажи, ориентация на результат, переговоры, планирование, презентации, работа с ключевыми клиентами, развитие, самостоятельность, сверки, сервис, цикл сделки","business development, go, outbound, saas, выполнение плана, инвойс, контроль дебиторки, корпоративные продажи, презентации, работа с ключевыми клиентами, сверки, цикл сделки","контроль, ориентация на результат, переговоры, планирование, развитие, самостоятельность, сервис",telegram,20,12,7,1,3000.0,6000.0,USD,False,Combo Cards,9342070.0,,https://hh.ru/vacancy/134134722,От 3 до 6 лет,Полная занятость,Удалённо,Москва
134715358,Head of Business Development,2026-06-30T14:56:56.899+03:00,2026-06-30T14:56:56.899+03:00,"business development, unit-экономика, ведение переговоров, командировки, обратная связь, ответственность, переговоры, принятие решений, работа с поставщиками, развитие, развитие бизнеса, сервис, управление командой","business development, unit-экономика, ведение переговоров, командировки, работа с поставщиками, развитие бизнеса","обратная связь, ответственность, переговоры, принятие решений, развитие, сервис, управление командой",,13,6,7,0,,,RUB,False,Sputnik8,1916308.0,,https://hh.ru/vacancy/134715358,Более 6 лет,Полная занятость,"На месте работодателя, Удалённо, Гибрид",Москва
134846961,Business Development Manager,2026-07-03T19:38:59.767+03:00,2026-07-03T19:38:59.767+03:00,"business development, активность, активные продажи, заключение договоров, креативность, отчётность, переговоры, презентации, принятие решений, работа с ключевыми клиентами, развитие, управление командой","business development, активные продажи, заключение договоров, отчётность, переговоры, работа с ключевыми клиентами","активность, креативность, презентации, принятие решений, развитие, управление командой",,12,6,6,0,,,RUB,False,Бонакер Александр Александрович,11285158.0,,https://hh.ru/vacancy/134846961,От 3 до 6 лет,Полная занятость,Удалённо,Москва
134799873,Специалист по развитию B2B-коммуникаций / Международные поставки и ВЭД,2026-07-02T15:09:53.512+03:00,2026-07-02T15:09:53.512+03:00,"business development, ведение переговоров, взаимодействие, вэд, деловое общение, нетворкинг, переговоры, презентации, работа с клиентами, развитие, развитие бизнеса, сертификация, сопровождение клиентов, таможенное оформление, телефонные переговоры","business development, ведение переговоров, вэд, развитие бизнеса, сертификация, сопровождение клиентов, таможенное оформление","взаимодействие, деловое общение, нетворкинг, переговоры, презентации, работа с клиентами, развитие, телефонные переговоры",,15,7,8,0,120000.0,250000.0,RUB,False,Апрель,1227243.0,,https://hh.ru/vacancy/134799873,От 1 года до 3 лет,,Удалённо,Москва
134614543,Partnership Manager,2026-07-02T15:37:26.405+03:00,2026-07-02T15:37:26.405+03:00,"b2b продажи, lead generation, pipeline, saas, активность, ориентация на результат","b2b продажи, lead generation, pipeline, saas","активность, ориентация на результат",,6,4,2,0,,,RUB,False,ЧАСТНАЯ КОМПАНИЯ COLLECT&amp;PAY LTD.,5802236.0,,https://hh.ru/vacancy/134614543,От 1 года до 3 лет,Полная занятость,"На месте работодателя, Удалённо",Кипр
134768190,"Business Development manager (IT, fintech, B2B)",2026-07-01T20:01:57.032+03:00,2026-07-01T20:01:57.032+03:00,"b2b продажи, saas, выявление потребностей, нетворкинг, презентации, презентация продукта, тёплые продажи, холодные продажи","b2b продажи, saas, выявление потребностей, презентация продукта, тёплые продажи, холодные продажи","нетворкинг, презентации",,8,6,2,0,,,RUB,False,АпТрейдер (UpTrader),2365329.0,,https://hh.ru/vacancy/134768190,От 1 года до 3 лет,Полная занятость,Удалённо,Санкт-Петербург
134739991,Sales Manager / Business Development Manager (iGaming),2026-07-01T10:39:59.751+03:00,2026-07-01T10:39:59.751+03:00,"b2b продажи, business development, outbound, sales navigator, воронка продаж, командировки, коммерческое предложение, комплаенс, лидогенерация, нетворкинг, обратная связь, переговоры, презентации, презентация продукта, упаковка","b2b продажи, business development, outbound, воронка продаж, командировки, коммерческое предложение, комплаенс, лидогенерация, презентация продукта, упаковка","нетворкинг, обратная связь, переговоры, презентации",sales navigator,15,10,4,1,,,RUB,False,HR ME,5141714.0,,https://hh.ru/vacancy/134739991,От 1 года до 3 лет,Полная занятость,Удалённо,Москва
134746710,Country sales manager,2026-07-01T12:17:17.507+03:00,2026-07-01T12:17:17.507+03:00,"excel, powerpoint, word",,,"excel, powerpoint, word",3,0,0,3,,,RUB,False,Хайер Мидл Эйжа,12215033.0,,https://hh.ru/vacancy/134746710,От 3 до 6 лет,Полная занятость,Удалённо,Бишкек
134148021,Business Development Manager (Affiliates &amp; Partnerships),2026-07-03T09:09:54.216+03:00,2026-07-03T09:09:54.216+03:00,"business development, внимательность, внимательность к деталям, коллаборация, контроль, переговоры, развитие","business development, переговоры","внимательность, внимательность к деталям, коллаборация, контроль, развитие",,7,2,5,0,1500.0,,USD,True,ЧК XCHIEF CENTRAL ASIA LTD.,12145844.0,,https://hh.ru/vacancy/134148021,От 3 до 6 лет,Полная занятость,"На месте работодателя, Удалённо, Гибрид, Разъездной",Алматы
134383977,Менеджер по развитию международного бизнеса (Business Development Manager),2026-07-04T16:35:02.079+03:00,2026-07-04T16:35:02.079+03:00,"b2b продажи, business development, linkedin sales navigator, sales navigator, грамотная речь, деловая переписка, деловое общение, корпоративные продажи, организация, отчётность, переговоры, презентации, проведение переговоров, профессиональный рост, развитие, развитие бизнеса, холодные продажи, цикл сделки","b2b продажи, business development, корпоративные продажи, отчётность, презентации, проведение переговоров, развитие бизнеса, холодные продажи, цикл сделки","грамотная речь, деловая переписка, деловое общение, организация, переговоры, профессиональный рост, развитие","linkedin sales navigator, sales navigator",18,9,7,2,800.0,,USD,False,StableGrowz,10361148.0,,https://hh.ru/vacancy/134383977,От 1 года до 3 лет,Полная занятость,Удалённо,Минск
134064093,Sales Manager (В2С/B2B),2026-07-04T15:43:55.187+03:00,2026-07-04T15:43:55.187+03:00,"inbound, monday, outbound, активные продажи, развитие, холодные продажи","inbound, outbound, активные продажи, холодные продажи",развитие,monday,6,4,1,1,2000.0,,USD,False,Губанова и Партнеры,1942989.0,,https://hh.ru/vacancy/134064093,От 1 года до 3 лет,Полная занятость,Удалённо,Минск
134122001,Chief of Staff основателя Tranio Capital,2026-07-03T18:23:00.523+03:00,2026-07-03T18:23:00.523+03:00,"business development, claude, go, аналитическое мышление, аудит, контроль, мотивация, отели, развитие","business development, claude, go, аудит, отели","аналитическое мышление, контроль, мотивация, развитие",,9,5,4,0,350000.0,,RUB,False,Assisteca,10512113.0,,https://hh.ru/vacancy/134122001,Более 6 лет,Полная занятость,Удалённо,Москва
134808705,Sales / Business Development Manager (iGaming B2B),2026-07-02T18:32:54.338+03:00,2026-07-02T18:32:54.338+03:00,"b2b sales, pipeline, sales pipeline, переговоры, самостоятельность, цикл сделки","b2b sales, pipeline, sales pipeline, переговоры, цикл сделки",самостоятельность,,6,5,1,0,,,RUB,False,Зенит-Брокер,12054170.0,,https://hh.ru/vacancy/134808705,От 3 до 6 лет,Полная занятость,Удалённо,Москва
134269495,Sales Manager (Web3 / Crypto),2026-07-02T15:16:54.467+03:00,2026-07-02T15:16:54.467+03:00,"b2b продажи, business development, pipeline, холодные продажи","b2b продажи, business development, pipeline, холодные продажи",,,4,4,0,0,3000.0,5000.0,USD,False,Motion Trade,4221760.0,,https://hh.ru/vacancy/134269495,От 1 года до 3 лет,Полная занятость,Удалённо,Москва
134660696,Менеджер по развитию бизнеса / Business Development Manager (PSP),2026-06-29T12:58:13.812+03:00,2026-06-29T12:58:13.812+03:00,"business development, go, ведение переговоров, заключение договоров, мониторинг, нетворкинг, ответственность, переговоры, проведение переговоров, развитие","business development, go, ведение переговоров, заключение договоров, мониторинг, переговоры, проведение переговоров","нетворкинг, ответственность, развитие",,10,7,3,0,,,RUB,False,HR ME,5141714.0,,https://hh.ru/vacancy/134660696,От 1 года до 3 лет,Полная занятость,Удалённо,Москва
134434472,Event Manager (со знанием английского языка),2026-07-04T11:33:24.936+03:00,2026-07-04T11:33:24.936+03:00,"визы, командировки, контроль, наставничество, организация, ответственность, отели, переговоры, подарки","визы, командировки, отели, подарки","контроль, наставничество, организация, ответственность, переговоры",,9,4,5,0,56000.0,110000.0,RUB,True,BGS Group,1839614.0,,https://hh.ru/vacancy/134434472,Нет опыта,Полная занятость,Удалённо,Тбилиси
131317747,Senior Project Manager,2026-07-03T18:59:22.629+03:00,2026-07-03T18:59:22.629+03:00,,,,,0,0,0,0,,,RUB,False,Syberry CIS,1196575.0,,https://hh.ru/vacancy/131317747,Более 6 лет,Полная занятость,"Удалённо, Гибрид",Минск
134788312,Senior Sales Manager (FinTech / Payment Solutions),2026-07-02T11:58:13.524+03:00,2026-07-02T11:58:13.524+03:00,"business development, ведение переговоров, ориентация на результат, переговоры, полный цикл продаж, развитие, развитие бизнеса, сервис","business development, ведение переговоров, полный цикл продаж, развитие бизнеса","ориентация на результат, переговоры, развитие, сервис",,8,4,4,0,,,RUB,False,Spayz.io,11874965.0,,https://hh.ru/vacancy/134788312,От 3 до 6 лет,Полная занятость,Удалённо,Кипр
134413582,Business Development Manager — продажи IT-команд и разработчиков (Full-cycle / 360 Sales),2026-07-04T01:17:30.840+03:00,2026-07-04T01:17:30.840+03:00,"b2b продажи, business development, outbound, saas, активные продажи, воронка продаж, деловая переписка, деловое общение, допродажи, инициативность, коммерческое предложение, мотивация, нетворкинг, переговоры, презентации, принятие решений, развитие, развитие клиентов, самостоятельность, цикл сделки","b2b продажи, business development, outbound, saas, активные продажи, воронка продаж, допродажи, коммерческое предложение, развитие клиентов, цикл сделки","деловая переписка, деловое общение, инициативность, мотивация, нетворкинг, переговоры, презентации, принятие решений, развитие, самостоятельность",,20,10,10,0,,,RUB,False,Хайруллина Айгуль Исмагыловна,12806880.0,,https://hh.ru/vacancy/134413582,От 3 до 6 лет,Полная занятость,Удалённо,Москва
133110216,Affiliate manager l Business development manager,2026-07-01T14:51:30.930+03:00,2026-07-01T14:51:30.930+03:00,"b2b продажи, ведение переговоров, взаимодействие, деловая переписка, заключение договоров, ориентация на результат, ответственность, переговоры, профессиональный рост, работа с ключевыми клиентами, развитие","b2b продажи, ведение переговоров, заключение договоров, переговоры, работа с ключевыми клиентами","взаимодействие, деловая переписка, ориентация на результат, ответственность, профессиональный рост, развитие",,11,5,6,0,,,RUB,False,To The Stars co LTD,12377199.0,,https://hh.ru/vacancy/133110216,От 1 года до 3 лет,Полная занятость,Удалённо,Москва
134795358,Sales manager ASO (Менеджер по развитию бизнеса),2026-07-02T13:56:11.539+03:00,2026-07-02T13:56:11.539+03:00,"upsell, гибкость, коммерческое предложение, корпоративы, отчётность, переговоры, развитие, самостоятельность, системное мышление","upsell, коммерческое предложение, корпоративы, отчётность","гибкость, переговоры, развитие, самостоятельность, системное мышление",,9,4,5,0,,,RUB,False,Тулидс,3189202.0,,https://hh.ru/vacancy/134795358,От 1 года до 3 лет,Полная занятость,"Удалённо, Гибрид",Москва
134757977,Program Manager,2026-07-01T15:23:38.223+03:00,2026-07-01T15:23:38.223+03:00,enterprise,enterprise,,,1,1,0,0,,,RUB,False,GP Solutions,221933.0,,https://hh.ru/vacancy/134757977,От 3 до 6 лет,Полная занятость,"На месте работодателя, Удалённо, Гибрид",Минск
134809912,Senior Operations Coordinator,2026-07-02T20:45:33.784+03:00,2026-07-02T20:45:33.784+03:00,"microsoft office, аналитическое мышление, переговоры, развитие, управление временем",переговоры,"аналитическое мышление, развитие, управление временем",microsoft office,5,1,3,1,1200.0,1500.0,USD,False,Motheretreat INC,11313425.0,,https://hh.ru/vacancy/134809912,От 3 до 6 лет,Полная занятость,Удалённо,Колумбия
134661262,Affiliate manager - AI companion / AI girlfriend,2026-07-05T13:07:27.395+03:00,2026-07-05T13:07:27.395+03:00,"business development, переговоры",business development,переговоры,,2,1,1,0,3000.0,,USD,False,Болдырева Анастасия Максимовна,12845765.0,,https://hh.ru/vacancy/134661262,От 1 года до 3 лет,Полная занятость,Удалённо,Тбилиси
134695126,Closer / Business Development Manager (B2B iGaming),2026-06-30T09:36:32.501+03:00,2026-06-30T09:36:32.501+03:00,"b2b продажи, business development, enterprise, saas, коммерческое предложение, лицензирование, переговоры, полный цикл продаж","b2b продажи, business development, enterprise, saas, коммерческое предложение, лицензирование, полный цикл продаж",переговоры,,8,7,1,0,,,RUB,False,HR ME,5141714.0,,https://hh.ru/vacancy/134695126,От 3 до 6 лет,Полная занятость,Удалённо,Сербия
134805271,Delivery Manager,2026-07-02T16:52:17.399+03:00,2026-07-02T16:52:17.399+03:00,"access, aws, business development, enterprise, microservices, pipeline, security, solid","aws, business development, enterprise, microservices, pipeline, security, solid",,access,8,7,0,1,,,RUB,False,Andersen,851604.0,,https://hh.ru/vacancy/134805271,Более 6 лет,Полная занятость,Удалённо,Сербия
134674268,Менеджер по развитию бизнеса (BDM/Business Development Manager),2026-06-29T15:19:59.441+03:00,2026-06-29T15:19:59.441+03:00,"b2b продажи, ведение переговоров, деловое общение, заключение договоров, мониторинг, ответственность, отчётность, переговоры, план продаж, презентации, развитие, развитие бизнеса, телефонные переговоры, холодные продажи","b2b продажи, ведение переговоров, заключение договоров, мониторинг, отчётность, план продаж, презентации, развитие бизнеса, холодные продажи","деловое общение, ответственность, переговоры, развитие, телефонные переговоры",,14,9,5,0,100000.0,300000.0,RUB,True,Фабрика десертов,2983434.0,,https://hh.ru/vacancy/134674268,От 3 до 6 лет,Полная занятость,"На месте работодателя, Удалённо",Оренбург
134040117,P2P Business Development Manager,2026-07-04T08:55:00.421+03:00,2026-07-04T08:55:00.421+03:00,"account management, business development, ведение переговоров, заключение сделок, командировки, организация, ориентация на результат, ответственность, переговоры, презентации, публичные выступления, развитие, самостоятельность","account management, business development, ведение переговоров, заключение сделок, командировки, переговоры, презентации","организация, ориентация на результат, ответственность, публичные выступления, развитие, самостоятельность",,13,7,6,0,,,RUB,False,Selecty,2406247.0,,https://hh.ru/vacancy/134040117,От 3 до 6 лет,Полная занятость,Удалённо,Минск
134682353,Project Manager,2026-06-29T17:46:09.696+03:00,2026-06-29T17:46:09.696+03:00,"access, solid, telegram",solid,,"access, telegram",3,1,0,2,,,RUB,False,Magnetto.com,12556128.0,,https://hh.ru/vacancy/134682353,От 1 года до 3 лет,Полная занятость,Удалённо,Тбилиси
133603360,Менеджер по продажам корпоративным клиентам,2026-07-01T11:33:12.819+03:00,2026-07-01T11:33:12.819+03:00,"активные продажи, акты, выполнение плана, контроль, обратная связь, развитие, сервис","активные продажи, акты, выполнение плана","контроль, обратная связь, развитие, сервис",,7,3,4,0,100000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/133603360,От 1 года до 3 лет,Полная занятость,"Удалённо, Гибрид",Тольятти
134526346,Менеджер по привлечению клиентов среднего бизнеса,2026-07-03T11:54:49.412+03:00,2026-07-03T11:54:49.412+03:00,"активные продажи, акты, корпоративы, обратная связь, переговоры, развитие, сервис, холодные звонки","активные продажи, акты, корпоративы, переговоры, холодные звонки","обратная связь, развитие, сервис",,8,5,3,0,140000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/134526346,От 1 года до 3 лет,Полная занятость,Удалённо,Химки (Московская область)
134496330,Менеджер активных продаж,2026-07-02T15:37:52.238+03:00,2026-07-02T15:37:52.238+03:00,"активные продажи, акты, корпоративы, обратная связь, переговоры, развитие, сервис, холодные звонки","активные продажи, акты, корпоративы, переговоры, холодные звонки","обратная связь, развитие, сервис",,8,5,3,0,140000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/134496330,От 1 года до 3 лет,Полная занятость,"На месте работодателя, Удалённо, Гибрид",Санкт-Петербург
134757276,Менеджер по продажам (СЗФО),2026-07-01T15:08:35.765+03:00,2026-07-01T15:08:35.765+03:00,"b2b продажи, активные продажи, контроль, переговоры, подарки, развитие, развитие бизнеса, самостоятельность, телефонные переговоры, холодные звонки, холодные продажи","b2b продажи, активные продажи, подарки, развитие бизнеса, холодные звонки, холодные продажи","контроль, переговоры, развитие, самостоятельность, телефонные переговоры",,11,6,5,0,150000.0,,RUB,True,Biglion,656481.0,,https://hh.ru/vacancy/134757276,От 3 до 6 лет,Полная занятость,Удалённо,Санкт-Петербург
